CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Cluster,ClusterName
110001.0,9,42,31760.0,3,4,4,2,High Value
110002.0,2,32,24143.0,4,4,4,2,High Value
110003.0,2,54,35801.0,4,4,4,2,High Value
110004.0,48,1,814.0,2,1,1,1,Lost
110005.0,1,57,38873.0,4,4,4,2,High Value
110006.0,9,35,22623.0,3,4,4,2,High Value
110007.0,3,43,29151.0,4,4,4,2,High Value
110008.0,1,70,52133.0,4,4,4,2,High Value
110009.0,1,82,54564.0,4,4,4,2,High Value
110010.0,2,47,38035.0,4,4,4,2,High Value
110011.0,24,11,7324.0,2,4,4,2,High Value
110012.0,15,19,14889.0,3,4,4,2,High Value
110013.0,4,16,12491.0,4,4,4,2,High Value
110014.0,3,53,39721.0,4,4,4,2,High Value
110015.0,1,87,64418.0,4,4,4,2,High Value
110016.0,9,85,58329.0,3,4,4,2,High Value
110017.0,1,173,127903.0,4,4,4,2,High Value
110018.0,1,185,125205.0,4,4,4,2,High Value
110019.0,1,163,116460.0,4,4,4,2,High Value
110020.0,2,13,9029.0,4,4,4,2,High Value
110021.0,2,51,35215.0,4,4,4,2,High Value
110022.0,16,26,19555.0,3,4,4,2,High Value
110023.0,3,38,26818.0,4,4,4,2,High Value
110024.0,6,72,54133.0,4,4,4,2,High Value
110025.0,2,102,80338.0,4,4,4,2,High Value
110026.0,7,29,21615.0,3,4,4,2,High Value
110027.0,1,84,67375.0,4,4,4,2,High Value
110028.0,3,13,9090.0,4,4,4,2,High Value
110029.0,1,45,26682.0,4,4,4,2,High Value
110030.0,2,93,70084.0,4,4,4,2,High Value
110031.0,1,30,21924.0,4,4,4,2,High Value
110032.0,2,99,69395.0,4,4,4,2,High Value
110033.0,2,43,28630.0,4,4,4,2,High Value
110034.0,1,134,101156.0,4,4,4,2,High Value
110035.0,2,32,27450.0,4,4,4,2,High Value
110036.0,18,11,8213.0,3,4,4,2,High Value
110037.0,8,18,16607.0,3,4,4,2,High Value
110038.0,9,3,2276.0,3,3,3,0,Low Value
110039.0,2,14,7395.0,4,4,4,2,High Value
110040.0,8,7,5613.0,3,3,3,0,Low Value
110041.0,2,35,30284.0,4,4,4,2,High Value
110042.0,5,20,14683.0,4,4,4,2,High Value
110043.0,3,65,52335.0,4,4,4,2,High Value
110044.0,4,49,31455.0,4,4,4,2,High Value
110045.0,2,126,92267.0,4,4,4,2,High Value
110046.0,2,37,27850.0,4,4,4,2,High Value
110047.0,3,28,19644.0,4,4,4,2,High Value
110048.0,2,63,53898.0,4,4,4,2,High Value
110049.0,2,66,48407.0,4,4,4,2,High Value
110051.0,2,66,45041.0,4,4,4,2,High Value
110052.0,2,54,38831.0,4,4,4,2,High Value
110053.0,1,64,49813.0,4,4,4,2,High Value
110054.0,7,26,19492.0,3,4,4,2,High Value
110055.0,17,23,16142.0,3,4,4,2,High Value
110056.0,35,4,1762.0,2,3,2,0,Low Value
110057.0,6,31,23227.0,4,4,4,2,High Value
110058.0,1,117,79202.0,4,4,4,2,High Value
110059.0,1,294,198314.0,4,4,4,2,High Value
110060.0,2,44,30646.0,4,4,4,2,High Value
110061.0,16,7,5759.0,3,3,3,0,Low Value
110062.0,3,55,37357.0,4,4,4,2,High Value
110063.0,2,94,72053.0,4,4,4,2,High Value
110064.0,4,52,37936.0,4,4,4,2,High Value
110065.0,1,51,34092.0,4,4,4,2,High Value
110066.0,12,9,5054.0,3,4,3,2,High Value
110067.0,4,41,33860.0,4,4,4,2,High Value
110068.0,3,53,40982.0,4,4,4,2,High Value
110070.0,1,152,108174.0,4,4,4,2,High Value
110071.0,1,10,7598.0,4,4,4,2,High Value
110072.0,42,3,1867.0,2,3,2,0,Low Value
110073.0,23,5,3712.0,2,3,3,0,Low Value
110074.0,4,75,53771.0,4,4,4,2,High Value
110075.0,1,225,170205.0,4,4,4,2,High Value
110076.0,5,52,37481.0,4,4,4,2,High Value
110077.0,1,80,58307.0,4,4,4,2,High Value
110078.0,1,106,80751.0,4,4,4,2,High Value
110080.0,18,12,9946.0,3,4,4,2,High Value
110081.0,21,19,10458.0,2,4,4,2,High Value
110082.0,3,4,3007.0,4,3,3,2,High Value
110083.0,37,4,2829.0,2,3,3,0,Low Value
110084.0,5,83,57328.0,4,4,4,2,High Value
110085.0,2,282,214254.0,4,4,4,2,High Value
110086.0,3,45,31069.0,4,4,4,2,High Value
110087.0,2,62,46872.0,4,4,4,2,High Value
110088.0,2,48,32986.0,4,4,4,2,High Value
110089.0,2,55,35740.0,4,4,4,2,High Value
110090.0,57,1,357.0,1,1,1,1,Lost
110091.0,2,145,103823.0,4,4,4,2,High Value
110092.0,1,296,198226.0,4,4,4,2,High Value
110093.0,9,32,23162.0,3,4,4,2,High Value
110094.0,4,36,25575.0,4,4,4,2,High Value
110095.0,4,72,53346.0,4,4,4,2,High Value
110096.0,1,128,88194.0,4,4,4,2,High Value
121001.0,3,130,94970.0,4,4,4,2,High Value
121002.0,2,156,123078.0,4,4,4,2,High Value
121003.0,2,108,87413.0,4,4,4,2,High Value
121004.0,3,69,42673.0,4,4,4,2,High Value
121005.0,6,19,12321.0,4,4,4,2,High Value
121006.0,2,58,47691.0,4,4,4,2,High Value
121007.0,5,23,15724.0,4,4,4,2,High Value
121008.0,14,30,27510.0,3,4,4,2,High Value
121009.0,14,28,21482.0,3,4,4,2,High Value
121010.0,10,51,39280.0,3,4,4,2,High Value
121012.0,14,4,1734.0,3,3,2,0,Low Value
121013.0,16,4,2557.0,3,3,3,0,Low Value
121101.0,9,5,2254.0,3,3,3,0,Low Value
121102.0,14,17,11198.0,3,4,4,2,High Value
121105.0,17,1,899.0,3,1,2,1,Lost
121106.0,2,8,5137.0,4,3,3,2,High Value
122001.0,1,584,438786.0,4,4,4,2,High Value
122002.0,3,231,174330.0,4,4,4,2,High Value
122003.0,1,142,104133.0,4,4,4,2,High Value
122004.0,1,140,98626.0,4,4,4,2,High Value
122005.0,17,12,10949.0,3,4,4,2,High Value
122006.0,1,55,40760.0,4,4,4,2,High Value
122007.0,3,4,2196.0,4,3,3,2,High Value
122008.0,25,3,1978.0,2,3,3,0,Low Value
122009.0,4,58,39537.0,4,4,4,2,High Value
122010.0,12,5,2966.0,3,3,3,0,Low Value
122011.0,1,141,103892.0,4,4,4,2,High Value
122012.0,29,4,2987.0,2,3,3,0,Low Value
122015.0,16,17,12877.0,3,4,4,2,High Value
122016.0,4,27,18946.0,4,4,4,2,High Value
122017.0,2,117,82453.0,4,4,4,2,High Value
122018.0,1,230,177204.0,4,4,4,2,High Value
122022.0,4,29,18963.0,4,4,4,2,High Value
122050.0,16,6,3963.0,3,3,3,0,Low Value
122051.0,8,13,10134.0,3,4,4,2,High Value
122052.0,2,8,5719.0,4,3,3,2,High Value
122101.0,2,84,58417.0,4,4,4,2,High Value
122102.0,1,35,31354.0,4,4,4,2,High Value
122103.0,4,18,13207.0,4,4,4,2,High Value
122104.0,12,3,2299.0,3,3,3,0,Low Value
122105.0,58,2,1571.0,1,2,2,1,Lost
122107.0,38,2,1096.0,2,2,2,1,Lost
122413.0,13,5,4643.0,3,3,3,0,Low Value
122503.0,16,9,6809.0,3,4,4,2,High Value
122505.0,3,60,45759.0,4,4,4,2,High Value
122506.0,23,3,1552.0,2,3,2,0,Low Value
123001.0,7,9,8938.0,3,4,4,2,High Value
123021.0,57,2,891.0,1,2,2,1,Lost
123023.0,33,1,1099.0,2,1,2,1,Lost
123027.0,56,3,2038.0,1,3,3,0,Low Value
123028.0,31,2,1464.0,2,2,2,1,Lost
123029.0,20,10,13703.0,3,4,4,2,High Value
123106.0,41,13,10555.0,2,4,4,2,High Value
123302.0,18,1,663.0,3,1,1,1,Lost
123303.0,73,1,1099.0,1,1,2,1,Lost
123401.0,1,45,36247.0,4,4,4,2,High Value
123411.0,41,2,1445.0,2,2,2,1,Lost
123501.0,25,3,1799.0,2,3,2,0,Low Value
123506.0,51,1,1152.0,2,1,2,1,Lost
124001.0,7,63,46673.0,3,4,4,2,High Value
124021.0,51,1,435.0,2,1,1,1,Lost
124103.0,4,11,8032.0,4,4,4,2,High Value
124104.0,77,1,788.0,1,1,1,1,Lost
124105.0,54,2,1583.0,1,2,2,1,Lost
124106.0,71,3,2241.0,1,3,3,0,Low Value
124108.0,86,1,499.0,1,1,1,1,Lost
124112.0,15,2,1821.0,3,2,2,0,Low Value
124146.0,22,1,635.0,2,1,1,1,Lost
124201.0,4,2,1465.0,4,2,2,0,Low Value
124303.0,59,1,540.0,1,1,1,1,Lost
124507.0,6,38,27495.0,4,4,4,2,High Value
125001.0,14,38,31789.0,3,4,4,2,High Value
125004.0,31,1,625.0,2,1,1,1,Lost
125005.0,20,7,6145.0,3,3,4,2,High Value
125006.0,33,2,1726.0,2,2,2,1,Lost
125033.0,2,7,5054.0,4,3,3,2,High Value
125039.0,61,1,399.0,1,1,1,1,Lost
125047.0,78,1,517.0,1,1,1,1,Lost
125050.0,13,12,11473.0,3,4,4,2,High Value
125051.0,19,2,1128.0,3,2,2,0,Low Value
125052.0,79,1,744.0,1,1,1,1,Lost
125055.0,14,15,9922.0,3,4,4,2,High Value
125058.0,39,1,487.0,2,1,1,1,Lost
125076.0,10,1,376.0,3,1,1,1,Lost
125102.0,9,1,595.0,3,1,1,1,Lost
125104.0,56,2,2638.0,1,2,3,0,Low Value
125120.0,7,3,1730.0,3,3,2,0,Low Value
125121.0,5,3,1759.0,4,3,2,0,Low Value
125133.0,10,2,1511.0,3,2,2,0,Low Value
125201.0,42,1,1684.0,2,1,2,1,Lost
126102.0,9,17,13113.0,3,4,4,2,High Value
126112.0,7,2,1585.0,3,2,2,0,Low Value
126116.0,2,3,2197.0,4,3,3,2,High Value
127020.0,12,2,2065.0,3,2,3,0,Low Value
127021.0,7,9,6660.0,3,4,4,2,High Value
127025.0,89,1,379.0,1,1,1,1,Lost
127029.0,34,1,517.0,2,1,1,1,Lost
127030.0,74,1,1314.0,1,1,2,1,Lost
127031.0,38,2,2426.0,2,2,3,0,Low Value
127032.0,71,1,788.0,1,1,1,1,Lost
127306.0,8,3,1924.0,3,3,2,0,Low Value
131001.0,4,82,58108.0,4,4,4,2,High Value
131021.0,29,5,3593.0,2,3,3,0,Low Value
131023.0,21,5,4305.0,2,3,3,0,Low Value
131027.0,4,2,949.0,4,2,2,0,Low Value
131028.0,32,7,4348.0,2,3,3,0,Low Value
131029.0,5,11,8554.0,4,4,4,2,High Value
131101.0,1,4,2543.0,4,3,3,2,High Value
131103.0,58,1,545.0,1,1,1,1,Lost
131301.0,1,5,4180.0,4,3,3,2,High Value
131305.0,3,2,1557.0,4,2,2,0,Low Value
132001.0,10,52,42374.0,3,4,4,2,High Value
132039.0,8,2,1033.0,3,2,2,0,Low Value
132041.0,56,2,2129.0,1,2,3,0,Low Value
132101.0,9,2,1518.0,3,2,2,0,Low Value
132103.0,1,65,40191.0,4,4,4,2,High Value
132104.0,74,1,517.0,1,1,1,1,Lost
132114.0,34,2,1748.0,2,2,2,1,Lost
132116.0,55,2,1909.0,1,2,2,1,Lost
132117.0,39,3,1590.0,2,3,2,0,Low Value
132140.0,11,6,4857.0,3,3,3,0,Low Value
133001.0,2,41,28619.0,4,4,4,2,High Value
133006.0,67,1,968.0,1,1,2,1,Lost
133103.0,61,1,824.0,1,1,2,1,Lost
133104.0,1,2,1207.0,4,2,2,0,Low Value
133201.0,38,1,1349.0,2,1,2,1,Lost
133202.0,53,1,735.0,1,1,1,1,Lost
133203.0,62,2,1743.0,1,2,2,1,Lost
133207.0,23,2,974.0,2,2,2,1,Lost
133302.0,22,8,5949.0,2,3,3,0,Low Value
134003.0,25,18,15521.0,2,4,4,2,High Value
134007.0,12,5,3230.0,3,3,3,0,Low Value
134102.0,7,6,3638.0,3,3,3,0,Low Value
134103.0,39,1,382.0,2,1,1,1,Lost
134107.0,2,8,6524.0,4,3,4,2,High Value
134109.0,2,45,40355.0,4,4,4,2,High Value
134112.0,8,12,11543.0,3,4,4,2,High Value
134113.0,4,15,12296.0,4,4,4,2,High Value
134114.0,6,8,8085.0,4,3,4,2,High Value
134116.0,4,22,15392.0,4,4,4,2,High Value
134117.0,1,11,7031.0,4,4,4,2,High Value
134118.0,4,1,859.0,4,1,2,0,Low Value
134202.0,54,1,308.0,1,1,1,1,Lost
135001.0,5,22,22726.0,4,4,4,2,High Value
135003.0,2,12,11513.0,4,4,4,2,High Value
135102.0,28,2,889.0,2,2,2,1,Lost
135103.0,13,1,376.0,3,1,1,1,Lost
135133.0,3,4,3150.0,4,3,3,2,High Value
136021.0,25,1,491.0,2,1,1,1,Lost
136027.0,10,14,9419.0,3,4,4,2,High Value
136042.0,70,2,1411.0,1,2,2,1,Lost
136118.0,2,31,21620.0,4,4,4,2,High Value
136119.0,39,2,1017.0,2,2,2,1,Lost
136128.0,6,5,4254.0,4,3,3,2,High Value
136129.0,27,2,1447.0,2,2,2,1,Lost
136131.0,57,1,376.0,1,1,1,1,Lost
136132.0,46,2,781.0,2,2,1,1,Lost
136135.0,16,5,4568.0,3,3,3,0,Low Value
140001.0,2,15,9251.0,4,4,4,2,High Value
140101.0,43,1,591.0,2,1,1,1,Lost
140103.0,48,4,2632.0,2,3,3,0,Low Value
140112.0,86,1,349.0,1,1,1,1,Lost
140113.0,9,3,1477.0,3,3,2,0,Low Value
140117.0,85,1,563.0,1,1,1,1,Lost
140118.0,17,7,7734.0,3,3,4,2,High Value
140124.0,5,3,2258.0,4,3,3,2,High Value
140126.0,45,3,1733.0,2,3,2,0,Low Value
140301.0,1,103,75658.0,4,4,4,2,High Value
140306.0,8,5,3216.0,3,3,3,0,Low Value
140307.0,5,18,12317.0,4,4,4,2,High Value
140308.0,2,21,15635.0,4,4,4,2,High Value
140401.0,30,10,6875.0,2,4,4,2,High Value
140406.0,18,3,2113.0,3,3,3,0,Low Value
140412.0,5,2,1708.0,4,2,2,0,Low Value
140413.0,87,2,1197.0,1,2,2,1,Lost
140501.0,74,2,886.0,1,2,2,1,Lost
140507.0,2,19,11768.0,4,4,4,2,High Value
140601.0,58,1,1257.0,1,1,2,1,Lost
140603.0,2,103,74073.0,4,4,4,2,High Value
140604.0,14,10,7828.0,3,4,4,2,High Value
140901.0,15,9,5613.0,3,4,3,2,High Value
141001.0,1,55,40345.0,4,4,4,2,High Value
141002.0,13,16,10434.0,3,4,4,2,High Value
141003.0,3,26,17205.0,4,4,4,2,High Value
141004.0,30,4,2199.0,2,3,3,0,Low Value
141007.0,11,7,5082.0,3,3,3,0,Low Value
141008.0,13,9,7155.0,3,4,4,2,High Value
141010.0,8,7,4878.0,3,3,3,0,Low Value
141012.0,5,16,13155.0,4,4,4,2,High Value
141013.0,4,15,10051.0,4,4,4,2,High Value
141015.0,7,6,3336.0,3,3,3,0,Low Value
141016.0,42,1,988.0,2,1,2,1,Lost
141104.0,86,1,1228.0,1,1,2,1,Lost
141105.0,48,1,517.0,2,1,1,1,Lost
141106.0,61,2,1158.0,1,2,2,1,Lost
141109.0,2,2,1652.0,4,2,2,0,Low Value
141112.0,3,4,2551.0,4,3,3,2,High Value
141114.0,14,4,2921.0,3,3,3,0,Low Value
141115.0,10,3,2043.0,3,3,3,0,Low Value
141116.0,22,2,763.0,2,2,1,1,Lost
141120.0,49,1,545.0,2,1,1,1,Lost
141123.0,68,2,785.0,1,2,1,1,Lost
141124.0,2,1,377.0,4,1,1,1,Lost
141401.0,1,11,6662.0,4,4,4,2,High Value
141415.0,17,1,380.0,3,1,1,1,Lost
141419.0,21,1,562.0,2,1,1,1,Lost
141421.0,27,3,3724.0,2,3,3,0,Low Value
142001.0,23,10,6338.0,2,4,4,2,High Value
142021.0,17,2,928.0,3,2,2,0,Low Value
142022.0,5,15,10056.0,4,4,4,2,High Value
142026.0,5,8,3371.0,4,3,3,2,High Value
142027.0,11,1,693.0,3,1,1,1,Lost
142029.0,78,1,399.0,1,1,1,1,Lost
142032.0,26,1,351.0,2,1,1,1,Lost
142043.0,70,3,2232.0,1,3,3,0,Low Value
142044.0,85,1,399.0,1,1,1,1,Lost
142047.0,35,2,727.0,2,2,1,1,Lost
142053.0,76,1,1335.0,1,1,2,1,Lost
142054.0,12,1,1442.0,3,1,2,1,Lost
143001.0,1,110,79136.0,4,4,4,2,High Value
143002.0,32,3,1390.0,2,3,2,0,Low Value
143003.0,67,1,744.0,1,1,1,1,Lost
143006.0,38,2,1103.0,2,2,2,1,Lost
143008.0,16,2,1144.0,3,2,2,0,Low Value
143102.0,13,4,2446.0,3,3,3,0,Low Value
143105.0,27,6,4340.0,2,3,3,0,Low Value
143107.0,10,1,550.0,3,1,1,1,Lost
143109.0,27,1,376.0,2,1,1,1,Lost
143112.0,13,2,1501.0,3,2,2,0,Low Value
143115.0,75,4,2183.0,1,3,3,0,Low Value
143116.0,21,2,1383.0,2,2,2,1,Lost
143201.0,80,3,2012.0,1,3,3,0,Low Value
143202.0,24,1,517.0,2,1,1,1,Lost
143204.0,2,2,1688.0,4,2,2,0,Low Value
143303.0,37,1,382.0,2,1,1,1,Lost
143401.0,12,4,4070.0,3,3,3,0,Low Value
143411.0,35,1,545.0,2,1,1,1,Lost
143416.0,10,3,1237.0,3,3,2,0,Low Value
143505.0,6,9,5778.0,4,4,3,2,High Value
143512.0,36,2,1090.0,2,2,2,1,Lost
143514.0,34,2,1703.0,2,2,2,1,Lost
143516.0,7,5,2295.0,3,3,3,0,Low Value
143519.0,3,2,2443.0,4,2,3,0,Low Value
143521.0,8,15,9787.0,3,4,4,2,High Value
143528.0,9,2,1056.0,3,2,2,0,Low Value
143530.0,1,7,4349.0,4,3,3,2,High Value
143531.0,5,8,6240.0,4,3,4,2,High Value
143532.0,64,1,299.0,1,1,1,1,Lost
143533.0,67,1,744.0,1,1,1,1,Lost
143534.0,49,1,435.0,2,1,1,1,Lost
143601.0,84,1,353.0,1,1,1,1,Lost
143602.0,22,1,1075.0,2,1,2,1,Lost
143606.0,31,1,382.0,2,1,1,1,Lost
144001.0,6,60,41115.0,4,4,4,2,High Value
144002.0,30,6,3699.0,2,3,3,0,Low Value
144003.0,9,19,13286.0,3,4,4,2,High Value
144004.0,26,11,7846.0,2,4,4,2,High Value
144005.0,13,17,13421.0,3,4,4,2,High Value
144006.0,72,1,1299.0,1,1,2,1,Lost
144007.0,8,4,2270.0,3,3,3,0,Low Value
144008.0,50,12,11938.0,2,4,4,2,High Value
144009.0,42,3,2216.0,2,3,3,0,Low Value
144012.0,52,2,2040.0,1,2,3,0,Low Value
144013.0,90,1,958.0,1,1,2,1,Lost
144014.0,55,1,496.0,1,1,1,1,Lost
144021.0,8,2,1540.0,3,2,2,0,Low Value
144022.0,3,27,27918.0,4,4,4,2,High Value
144023.0,55,1,788.0,1,1,1,1,Lost
144024.0,41,2,822.0,2,2,2,1,Lost
144026.0,13,3,2957.0,3,3,3,0,Low Value
144030.0,9,1,1447.0,3,1,2,1,Lost
144031.0,54,1,435.0,1,1,1,1,Lost
144032.0,36,2,1035.0,2,2,2,1,Lost
144039.0,26,1,852.0,2,1,2,1,Lost
144040.0,9,10,6404.0,3,4,4,2,High Value
144043.0,75,1,599.0,1,1,1,1,Lost
144101.0,57,1,832.0,1,1,2,1,Lost
144102.0,18,7,7867.0,3,3,4,2,High Value
144106.0,67,2,1159.0,1,2,2,1,Lost
144201.0,14,1,475.0,3,1,1,1,Lost
144204.0,14,3,1551.0,3,3,2,0,Low Value
144205.0,11,7,4126.0,3,3,3,0,Low Value
144207.0,42,1,1099.0,2,1,2,1,Lost
144211.0,24,4,3658.0,2,3,3,0,Low Value
144216.0,21,2,1249.0,2,2,2,1,Lost
144221.0,53,2,1841.0,1,2,2,1,Lost
144301.0,55,1,562.0,1,1,1,1,Lost
144302.0,69,1,1565.0,1,1,2,1,Lost
144305.0,4,1,458.0,4,1,1,1,Lost
144401.0,4,13,8461.0,4,4,4,2,High Value
144402.0,23,2,1345.0,2,2,2,1,Lost
144405.0,24,11,8383.0,2,4,4,2,High Value
144407.0,73,2,6312.0,1,2,4,0,Low Value
144409.0,85,1,646.0,1,1,1,1,Lost
144410.0,41,5,3557.0,2,3,3,0,Low Value
144411.0,80,1,1149.0,1,1,2,1,Lost
144416.0,52,1,545.0,1,1,1,1,Lost
144418.0,81,2,1198.0,1,2,2,1,Lost
144505.0,33,1,459.0,2,1,1,1,Lost
144507.0,36,1,471.0,2,1,1,1,Lost
144513.0,50,1,825.0,2,1,2,1,Lost
144514.0,15,7,4321.0,3,3,3,0,Low Value
144517.0,30,1,545.0,2,1,1,1,Lost
144521.0,75,4,1600.0,1,3,2,0,Low Value
144522.0,89,1,1166.0,1,1,2,1,Lost
144523.0,32,1,590.0,2,1,1,1,Lost
144524.0,34,1,629.0,2,1,1,1,Lost
144527.0,30,6,4189.0,2,3,3,0,Low Value
144529.0,66,1,696.0,1,1,1,1,Lost
144532.0,71,1,442.0,1,1,1,1,Lost
144601.0,7,10,6937.0,3,4,4,2,High Value
144602.0,30,3,1571.0,2,3,2,0,Low Value
144621.0,31,4,5293.0,2,3,3,0,Low Value
144626.0,3,3,1961.0,4,3,3,2,High Value
144628.0,9,1,460.0,3,1,1,1,Lost
144629.0,2,1,599.0,4,1,1,1,Lost
144630.0,23,2,2512.0,2,2,3,0,Low Value
144701.0,43,1,591.0,2,1,1,1,Lost
144702.0,12,2,871.0,3,2,2,0,Low Value
144801.0,22,1,376.0,2,1,1,1,Lost
144819.0,6,1,1360.0,4,1,2,0,Low Value
145001.0,2,38,31813.0,4,4,4,2,High Value
145023.0,8,5,4971.0,3,3,3,0,Low Value
145024.0,30,2,1114.0,2,2,2,1,Lost
145025.0,46,2,1435.0,2,2,2,1,Lost
145026.0,80,1,969.0,1,1,2,1,Lost
145101.0,76,2,1599.0,1,2,2,1,Lost
146001.0,3,17,10196.0,4,4,4,2,High Value
146105.0,1,1,1399.0,4,1,2,0,Low Value
146107.0,35,1,399.0,2,1,1,1,Lost
146111.0,81,1,567.0,1,1,1,1,Lost
146113.0,88,1,328.0,1,1,1,1,Lost
147001.0,16,66,42773.0,3,4,4,2,High Value
147002.0,13,16,12735.0,3,4,4,2,High Value
147003.0,59,4,1937.0,1,3,2,0,Low Value
147004.0,78,1,751.0,1,1,1,1,Lost
147006.0,73,3,2370.0,1,3,3,0,Low Value
147101.0,7,2,1766.0,3,2,2,0,Low Value
147103.0,41,2,677.0,2,2,1,1,Lost
147105.0,82,1,744.0,1,1,1,1,Lost
147201.0,9,6,4648.0,3,3,3,0,Low Value
147301.0,15,4,3311.0,3,3,3,0,Low Value
148001.0,4,11,9504.0,4,4,4,2,High Value
148023.0,15,4,3016.0,3,3,3,0,Low Value
148028.0,10,5,3959.0,3,3,3,0,Low Value
148031.0,58,1,801.0,1,1,1,1,Lost
148035.0,80,1,682.0,1,1,1,1,Lost
148101.0,5,5,3889.0,4,3,3,2,High Value
148109.0,61,1,568.0,1,1,1,1,Lost
151001.0,4,45,32836.0,4,4,4,2,High Value
151004.0,34,3,2097.0,2,3,3,0,Low Value
151005.0,84,1,788.0,1,1,1,1,Lost
151102.0,23,1,648.0,2,1,1,1,Lost
151103.0,7,4,2636.0,3,3,3,0,Low Value
151201.0,5,2,1300.0,4,2,2,0,Low Value
151202.0,57,1,357.0,1,1,1,1,Lost
151203.0,11,7,4800.0,3,3,3,0,Low Value
151204.0,16,2,1539.0,3,2,2,0,Low Value
151208.0,38,2,1136.0,2,2,2,1,Lost
151212.0,30,1,764.0,2,1,1,1,Lost
151301.0,39,5,2424.0,2,3,3,0,Low Value
151302.0,34,2,2071.0,2,2,3,0,Low Value
151502.0,14,1,533.0,3,1,1,1,Lost
151505.0,81,1,1186.0,1,1,2,1,Lost
152001.0,34,6,3694.0,2,3,3,0,Low Value
152002.0,15,8,5682.0,3,3,3,0,Low Value
152003.0,18,1,457.0,3,1,1,1,Lost
152004.0,31,1,825.0,2,1,2,1,Lost
152021.0,52,2,1624.0,1,2,2,1,Lost
152022.0,4,2,1038.0,4,2,2,0,Low Value
152024.0,71,1,715.0,1,1,1,1,Lost
152026.0,22,3,2057.0,2,3,3,0,Low Value
152107.0,2,5,3165.0,4,3,3,2,High Value
152113.0,54,1,471.0,1,1,1,1,Lost
152116.0,13,7,5185.0,3,3,3,0,Low Value
152123.0,45,3,2894.0,2,3,3,0,Low Value
160001.0,47,2,1631.0,2,2,2,1,Lost
160002.0,7,12,8576.0,3,4,4,2,High Value
160003.0,21,3,2224.0,2,3,3,0,Low Value
160004.0,69,1,399.0,1,1,1,1,Lost
160008.0,41,2,1170.0,2,2,2,1,Lost
160009.0,14,5,3613.0,3,3,3,0,Low Value
160011.0,11,5,3013.0,3,3,3,0,Low Value
160012.0,20,2,1514.0,3,2,2,0,Low Value
160014.0,20,9,4658.0,3,4,3,2,High Value
160015.0,6,8,7173.0,4,3,4,2,High Value
160016.0,54,3,1910.0,1,3,2,0,Low Value
160017.0,25,2,1724.0,2,2,2,1,Lost
160018.0,4,4,2737.0,4,3,3,2,High Value
160019.0,2,11,7282.0,4,4,4,2,High Value
160020.0,3,9,6619.0,4,4,4,2,High Value
160022.0,1,32,23844.0,4,4,4,2,High Value
160023.0,9,13,8752.0,3,4,4,2,High Value
160030.0,32,11,7916.0,2,4,4,2,High Value
160035.0,80,1,399.0,1,1,1,1,Lost
160036.0,4,58,42598.0,4,4,4,2,High Value
160043.0,35,3,2185.0,2,3,3,0,Low Value
160047.0,6,63,47873.0,4,4,4,2,High Value
160054.0,44,1,301.0,2,1,1,1,Lost
160055.0,6,31,22087.0,4,4,4,2,High Value
160059.0,8,18,12660.0,3,4,4,2,High Value
160061.0,30,2,1893.0,2,2,2,1,Lost
160062.0,7,46,34604.0,3,4,4,2,High Value
160063.0,38,2,1561.0,2,2,2,1,Lost
160064.0,51,2,1495.0,2,2,2,1,Lost
160065.0,9,1,771.0,3,1,1,1,Lost
160066.0,56,1,422.0,1,1,1,1,Lost
160071.0,4,25,20839.0,4,4,4,2,High Value
160101.0,1,18,11017.0,4,4,4,2,High Value
160103.0,10,12,8184.0,3,4,4,2,High Value
160104.0,2,23,17456.0,4,4,4,2,High Value
171001.0,2,15,10990.0,4,4,4,2,High Value
171002.0,5,8,5930.0,4,3,3,2,High Value
171003.0,14,8,6885.0,3,3,4,2,High Value
171004.0,16,11,8258.0,3,4,4,2,High Value
171005.0,4,23,19351.0,4,4,4,2,High Value
171006.0,11,13,10637.0,3,4,4,2,High Value
171007.0,19,1,525.0,3,1,1,1,Lost
171009.0,7,33,30282.0,3,4,4,2,High Value
171010.0,65,1,654.0,1,1,1,1,Lost
171011.0,47,5,3798.0,2,3,3,0,Low Value
171012.0,54,2,1917.0,1,2,2,1,Lost
171013.0,2,4,2936.0,4,3,3,2,High Value
171102.0,34,5,3318.0,2,3,3,0,Low Value
171206.0,12,2,2150.0,3,2,3,0,Low Value
171207.0,15,2,1112.0,3,2,2,0,Low Value
171209.0,54,4,2467.0,1,3,3,0,Low Value
171218.0,56,1,597.0,1,1,1,1,Lost
171219.0,7,2,1594.0,3,2,2,0,Low Value
171222.0,82,1,574.0,1,1,1,1,Lost
171301.0,62,1,725.0,1,1,1,1,Lost
172001.0,8,12,10664.0,3,4,4,2,High Value
172002.0,68,1,969.0,1,1,2,1,Lost
172023.0,61,1,399.0,1,1,1,1,Lost
172026.0,75,1,249.0,1,1,1,1,Lost
172030.0,81,1,788.0,1,1,1,1,Lost
172031.0,63,1,560.0,1,1,1,1,Lost
172033.0,7,1,471.0,3,1,1,1,Lost
172107.0,16,2,1298.0,3,2,2,0,Low Value
172201.0,65,1,368.0,1,1,1,1,Lost
173001.0,4,19,16814.0,4,4,4,2,High Value
173021.0,75,1,563.0,1,1,1,1,Lost
173025.0,19,15,10596.0,3,4,4,2,High Value
